prodcode	dmdcode	gemscriptcode	therapyevents	productname	ingredient	strength	formulation	routeofadministration	bnfchapter	bnftext	database_build	unclearnumber	BBvar
636	39023011000001104	86603020	171203	"Diltiazem 60mg modified-release capsules"	"Diltiazem hydrochloride"	"60mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	11883001	1
1995	71715001000027104	57177020	167785	"Diltiazem 12hr 120mg modified-release capsules"	"Diltiazem Hydrochloride"	"120mg"	"12 Hour Modified Release Capsules"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	2292002	1
40241	65075001000027104	56193020	20	"Propranolol LA 160mg Capsule (Approved Prescription Services Ltd)"	"Propranolol hydrochloride"	"160mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"August 2009"	2056009	1
46740	756911000001107	197021	420	"Lopresor 100mg tablets (Recordati Pharmaceuticals Ltd)"	"Metoprolol tartrate"	"100mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"February 2012"	18757001	1
77413	5376711000001107	939020	1317	"Inderal LA 160mg capsules (Waymade Healthcare Plc)"	"Propranolol hydrochloride"	"160mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"August 2019"	939020	1
75507	63975001000027104	56035020	178	"Propranolol 160mg Capsule (IVAX Pharmaceuticals UK Ltd)"	"Propranolol hydrochloride"	"160mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"April 2019"	2016010	1
82873	15201611000001106	863020	0	"Verapamil 120mg tablets (Sigma Pharmaceuticals Plc)"	"Verapamil hydrochloride"	"120mg"	"Tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"January 2021"	863020	1
77506	7380911000001104	866020	4	"Verapamil 240mg modified-release tablets (Kent Pharma (UK) Ltd)"	"Verapamil hydrochloride"	"240mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"August 2019"	866020	1
83207	15986011000001108	994020	5	"Atenolol 100mg tablets (Bristol Laboratories Ltd)"	"Atenolol"	"100mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"March 2021"	994020	1
30636	182145001000027104	72687020	7	"Vasaten 50mg Tablet (Shire Pharmaceuticals Ltd)"	"Atenolol"	"50mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	6436001	1
34185	65085001000027104	56194020	807	"Propranolol LA 80mg Modified-release capsule (Approved Prescription Services Ltd)"	"Propranolol hydrochloride"	"80mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"February 2009"	2056010	1
66559	5393311000001106	1220020	61	"Nebilet 5mg tablets (Waymade Healthcare Plc)"	"Nebivolol hydrochloride"	"5mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"June 2016"	1220020	1
2432	423911000001107	54818020	465971	"Tenormin LS 50mg tablets (AstraZeneca UK Ltd)"	"Atenolol"	"50mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	1699001	1
61010	23586211000001104	20298021	61	"Diltiazem 120mg modified-release tablets (Cubic Pharmaceuticals Ltd)"	"Diltiazem hydrochloride"	"120mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"August 2014"	20298021	1
83450	569211000001103	65543020	0	"Verapamil 80mg tablets (Kent Pharma (UK) Ltd)"	"Verapamil hydrochloride"	"80mg"	"Tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"April 2021"	4411009	1
69115	14033711000001108	75760020	0	"Nebivolol 5mg tablets (A A H Pharmaceuticals Ltd)"	"Nebivolol hydrochloride"	"5mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"April 2017"	7313009	1
13033	75111000001104	86668020	40390	"Angitil XL 240 capsules (Ethypharm UK Ltd)"	"Diltiazem hydrochloride"	"240mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	11916001	1
70135	22612411000001104	16662021	0	"Atenolol 25mg tablets (DE Pharmaceuticals)"	"Atenolol"	"25mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"September 2017"	16662021	1
31776	23611000001107	63160020	63	"Propranolol 40mg tablets (Mylan)"	"Propranolol hydrochloride"	"40mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"February 2009"	3761010	1
81207	17465511000001108	1874020	0	"Tildiem Retard 90mg tablets (Mawdsley-Brooks & Company Ltd)"	"Diltiazem hydrochloride"	"90mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"July 2020"	1874020	1
12495	54385001000027104	54821020	2966	"Berkolol 10mg Tablet (Berk Pharmaceuticals Ltd)"	"Propranolol hydrochloride"	"10mg"	"Tablet"	"Oral"		"Supraventricular Arrhythmias/Beta-Adrenoceptor Blockers"	"February 2009"	1700001	1
79347	24075001000027108	51027020	679	"Atenolol 50mg Tablet (Celltech Pharma Europe Ltd)"	"Atenolol"	"50mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"December 2019"	722009	1
38818	2887311000001104	95537020	112929	"Adizem-SR 120mg capsules (Napp Pharmaceuticals Ltd)"	"Diltiazem hydrochloride"	"120mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	16381001	1
38876	893111000001107	95519020	253554	"Tildiem LA 300 capsules (Sanofi)"	"Diltiazem hydrochloride"	"300mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	16372001	1
6309	71095001000027104	57068020	154759	"Adizem xl 300mg Capsule (Napp Pharmaceuticals Ltd)"	"Diltiazem hydrochloride"	"300mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	2266003	1
45877	15610411000001104	99275020	14	"Beta-Prograne 160mg modified-release capsules (Teva UK Ltd)"	"Propranolol hydrochloride"	"160mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"August 2011"	18283001	1
56459	21281311000001104	45146020	8	"Bisoprolol 2.5mg tablets (Accord Healthcare Ltd)"	"Bisoprolol fumarate"	"2.5mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"August 2013"	45146020	1
83234	13171511000001108	34169020	3	"Propranolol 20mg/5ml oral solution"	"Propranolol hydrochloride"	"4mg/1ml"	"Oral solution"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"March 2021"	34169020	1
29637	10910611000001108	89660020	7	"Verapress MR 240mg tablets (Teva UK Ltd)"	"Verapamil hydrochloride"	"240mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	13416001	1
72091	24102211000001104	23044021	1	"Diltiazem 180mg modified-release capsules (DE Pharmaceuticals)"	"Diltiazem hydrochloride"	"180mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"May 2018"	23044021	1
42795	354811000001105	61054020	28	"Celiprolol 200mg tablets (Mylan)"	"Celiprolol hydrochloride"	"200mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"July 2010"	3264009	1
16677	258911000001104	48759020	10173	"Cordilox 80mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Verapamil hydrochloride"	"80mg"	"Tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	189002	1
73809	18506211000001104	1112020	0	"Bisoprolol 1.25mg tablets (Almus Pharmaceuticals Ltd)"	"Bisoprolol fumarate"	"1.25mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"November 2018"	1112020	1
41740	749111000001104	63783020	67	"Celiprolol 200mg tablets (Teva UK Ltd)"	"Celiprolol hydrochloride"	"200mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"March 2010"	3934009	1
11711	196395001000027104	75254020	4000	"Propranolol 50mg/5ml oral solution"	"Propranolol Hydrochloride"	"50mg/5ml"	"Oral Solution"	"Oral"		"Supraventricular Arrhythmias/Beta-Adrenoceptor Blockers"	"February 2009"	7172002	1
72159	16131011000001108	36975020	234	"Nadolol 20mg/5ml oral suspension"	"Nadolol"	"4mg/1ml"	"Oral suspension"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"May 2018"	36975020	1
49953	15986211000001104	1009020	10	"Atenolol 25mg tablets (Bristol Laboratories Ltd)"	"Atenolol"	"25mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"January 2013"	1009020	1
34125	121711000001108	50073020	1369	"Metoprolol 100mg tablets (A A H Pharmaceuticals Ltd)"	"Metoprolol tartrate"	"100mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"February 2009"	498010	1
4308	193225001000027104	74597020	36991	"Dilzem sr 90mg Capsule (Elan Pharma)"	"Diltiazem hydrochloride"	"90mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	6985002	1
69116	30139111000001100	53313021	21	"Diltiazem 60mg modified-release tablets (DE Pharmaceuticals)"	"Diltiazem hydrochloride"	"60mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"April 2017"	53313021	1
31737	655411000001104	80910020	9	"Zildil SR 120mg capsules (Healthcare Pharma Ltd)"	"Diltiazem hydrochloride"	"120mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	9293003	1
53215	15986411000001104	982020	86	"Atenolol 50mg tablets (Bristol Laboratories Ltd)"	"Atenolol"	"50mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"January 2013"	982020	1
77002	16153211000001104	1025020	13	"Corgard 80mg tablets (Lexon (UK) Ltd)"	"Nadolol"	"80mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"July 2019"	1025020	1
81887	35137811000001104	79466021	2	"Bisoprolol 2.5mg tablets (Milpharm Ltd)"	"Bisoprolol fumarate"	"2.5mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"October 2020"	79466021	1
73638	18497711000001100	78472020	0	"Bisoprolol 5mg tablets (Almus Pharmaceuticals Ltd)"	"Bisoprolol fumarate"	"5mg"	"Tablet"	"Oral"	0	"Unknown"	"November 2018"	8225009	1
1130	407011000001105	84427020	33953	"Viazem XL 300mg capsules (Thornton & Ross Ltd)"	"Diltiazem hydrochloride"	"300mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	10914001	1
57573	5530311000001105	1153020	153	"Celectol 200mg tablets (Dowelhurst Ltd)"	"Celiprolol hydrochloride"	"200mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"October 2013"	1153020	1
79030	860111000001103	54243020	18	"Propranolol 80mg tablets (Actavis UK Ltd)"	"Propranolol hydrochloride"	"80mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"December 2019"	1548009	1
29368	623811000001100	53709020	3939	"Atenolol 25mg tablets (Teva UK Ltd)"	"Atenolol"	"25mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	1408011	1
220	89655001000027104	59375020	5366	"Propranolol 5mg/5ml oral solution"	"Propranolol Hydrochloride"	"5mg/5ml"	"Oral Solution"	"Oral"		"Supraventricular Arrhythmias/Beta-Adrenoceptor Blockers"	"February 2009"	2877002	1
27136	10065211000001108	60317020	1423	"Diltiazem 90mg modified-release tablets (A A H Pharmaceuticals Ltd)"	"Diltiazem hydrochloride"	"90mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	3095011	1
32590	90311000001104	60639020	39	"Verapamil 40mg tablets (Mylan)"	"Verapamil hydrochloride"	"40mg"	"Tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	3167009	1
47222	13924111000001102	75703020	103	"Verapamil 120mg modified-release tablets (A A H Pharmaceuticals Ltd)"	"Verapamil hydrochloride"	"120mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"May 2012"	7297009	1
4771	483911000001101	68375020	52336	"Emcor LS 5mg tablets (Merck Serono Ltd)"	"Bisoprolol fumarate"	"5mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"February 2009"	5197001	1
29610	72811000001104	88268020	731	"Betim 10mg tablets (Meda Pharmaceuticals Ltd)"	"Timolol maleate"	"10mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"February 2009"	12709001	1
44858	244111000001105	56835020	174	"Atenolol 25mg tablets (Actavis UK Ltd)"	"Atenolol"	"25mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"March 2011"	2213009	1
34509	497611000001100	60551020	110	"Metoprolol 100mg tablets (Mylan)"	"Metoprolol tartrate"	"100mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"February 2009"	3150010	1
65227	8668211000001107	20525020	179	"Metoprolol 12.5mg/5ml oral solution"	"Metoprolol tartrate"	"2.5mg/1ml"	"Oral solution"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"January 2016"	20525020	1
45765	15307311000001100	96602020	26	"Syprol 40mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)"	"Propranolol hydrochloride"	"8mg/1ml"	"Oral solution"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"July 2011"	16918001	1
80571	36459011000001104	83246021	4	"Diltiazem 0.4% ointment"	"Diltiazem hydrochloride"	"4mg/1gram"	"Ointment"	"Route of administration not applicable"		"Local Products For Anal Or Rectal Problems/Calcium-Channel Blockers"	"April 2020"	83246021	1
66670	610811000001104	717020	0	"Metoprolol 100mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Metoprolol tartrate"	"100mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"July 2016"	717020	1
33657	10811000001107	51024020	1296	"Atenolol 25mg tablets (A A H Pharmaceuticals Ltd)"	"Atenolol"	"25mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	721011	1
43564	112235001000027104	62726020	26	"Bisoprolol 5mg Tablet (PLIVA Pharma Ltd)"	"Bisoprolol fumarate"	"5mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"September 2010"	3662009	1
62912	28405011000001104	44230021	35	"Diltiazem 120mg modified-release capsules (AM Distributions (Yorkshire) Ltd)"	"Diltiazem hydrochloride"	"120mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"April 2015"	44230021	1
13251	7418711000001109	78368020	1325	"Vera-Til SR 240mg tablets (Tillomed Laboratories Ltd)"	"Verapamil hydrochloride"	"240mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	8189001	1
40167	203711000001103	54126020	136	"Metoprolol 100mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Metoprolol tartrate"	"100mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"August 2009"	1517010	1
58407	59811000001107	53353020	622	"Propranolol 80mg tablets (Teva UK Ltd)"	"Propranolol hydrochloride"	"80mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"December 2013"	1323011	1
34854	834111000001104	57038020	70	"Metoprolol 100mg tablets (Actavis UK Ltd)"	"Metoprolol tartrate"	"100mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"February 2009"	2259010	1
1836	39023811000001104	71948020	336049	"Diltiazem 60mg modified-release tablets"	"Diltiazem hydrochloride"	"60mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	6227001	1
52635	557311000001108	1082020	0	"Bisoprolol 5mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Bisoprolol fumarate"	"5mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"January 2013"	1082020	1
70681	13171211000001104	34163020	1	"Propranolol 3mg/5ml oral suspension"	"Propranolol hydrochloride"	"600microgram/1ml"	"Oral suspension"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"November 2017"	34163020	1
52777	587411000001106	925020	0	"Propranolol 40mg tablets (Kent Pharma (UK) Ltd)"	"Propranolol hydrochloride"	"40mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"January 2013"	925020	1
75010	16235001000027106	50076020	140	"Metoprolol tartrate 50mg Tablet (C P Pharmaceuticals Ltd)"	"Metoprolol tartrate"	"50mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2019"	499009	1
9723	219611000001107	79935020	9958	"Calcicard CR 90mg tablets (Teva UK Ltd)"	"Diltiazem hydrochloride"	"90mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	8831002	1
38882	2886311000001102	95563020	231362	"Adizem-XL 240mg capsules (Napp Pharmaceuticals Ltd)"	"Diltiazem hydrochloride"	"240mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	16394001	1
51528	20358011000001104	40504020	0	"Bisoprolol 1.25mg tablets (Actavis UK Ltd)"	"Bisoprolol fumarate"	"1.25mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"January 2013"	40504020	1
20728	234895001000027104	86680020	38	"Atenamin 25mg Tablet (OPD Pharm)"	"Atenolol"	"25mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	11922001	1
41635	544111000001104	53801020	140	"Diltiazem 60mg modified-release tablets (IVAX Pharmaceuticals UK Ltd)"	"Diltiazem hydrochloride"	"60mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"March 2010"	1432009	1
11770	417111000001109	87826020	115194	"Dilzem SR 60 capsules (Teva UK Ltd)"	"Diltiazem hydrochloride"	"60mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	12487001	1
66701	24101311000001104	23046021	0	"Diltiazem 240mg modified-release capsules (DE Pharmaceuticals)"	"Diltiazem hydrochloride"	"240mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"July 2016"	23046021	1
47732	924711000001109	97275020	239	"Zemret 180 XL capsules (Tillomed Laboratories Ltd)"	"Diltiazem hydrochloride"	"180mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"August 2012"	17264001	1
63724	21799011000001108	47106020	0	"Metoprolol 100mg tablets (Waymade Healthcare Plc)"	"Metoprolol tartrate"	"100mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"July 2015"	47106020	1
66779	16110011000001108	36922020	549	"Nadolol 30mg/5ml oral suspension"	"Nadolol"	"6mg/1ml"	"Oral suspension"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"July 2016"	36922020	1
60620	23929811000001108	21730021	0	"Adizem-XL 240mg capsules (Waymade Healthcare Plc)"	"Diltiazem hydrochloride"	"240mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"July 2014"	21730021	1
72222	30080311000001104	53255021	0	"Propranolol 80mg modified-release capsules (DE Pharmaceuticals)"	"Propranolol hydrochloride"	"80mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"May 2018"	53255021	1
56768	18553111000001104	77972020	21	"Bisoprolol 2.5mg tablets (Niche Generics Ltd)"	"Bisoprolol fumarate"	"2.5mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"August 2013"	8050009	1
2587	162411000001102	51860020	412401	"Tenormin 100mg tablets (AstraZeneca UK Ltd)"	"Atenolol"	"100mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	932001	1
46009	887611000001108	63423020	4	"Verapamil 120mg tablets (Kent Pharma (UK) Ltd)"	"Verapamil hydrochloride"	"120mg"	"Tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"August 2011"	3835009	1
26228	231365001000027104	85670020	243	"Propanix LA 160mg Modified-release capsule (Ashbourne Pharmaceuticals Ltd)"	"Propranolol hydrochloride"	"160mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"February 2009"	11478001	1
67424	15227211000001106	36157020	2	"Nadolol 80mg/5ml oral suspension"	"Nadolol"	"16mg/1ml"	"Oral suspension"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"September 2016"	36157020	1
20890	345411000001107	86888020	53564	"Zemtard 240 XL capsules (Galen Ltd)"	"Diltiazem hydrochloride"	"240mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	12015001	1
77947	12027311000001108	30485020	2	"Diltiazem 120mg/5ml oral solution"	"Diltiazem hydrochloride"	"24mg/1ml"	"Oral solution"	"Oral"	2060200	"Calcium-Channel Blockers"	"September 2019"	30485020	1
28844	44175001000027104	53573020	60	"Berkatens 120mg Tablet (Berk Pharmaceuticals Ltd)"	"Verapamil hydrochloride"	"120mg"	"Tablet"	"Oral"		"Supraventricular Arrhythmias/Calcium-Channel Blockers"	"February 2009"	1374003	1
78797	16109911000001102	36920020	41	"Nadolol 30mg/5ml oral solution"	"Nadolol"	"6mg/1ml"	"Oral solution"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"November 2019"	36920020	1
3474	185111000001102	53660020	35640	"Betaloc-SA 200mg tablets (AstraZeneca UK Ltd)"	"Metoprolol tartrate"	"200mg"	"Modified-release tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"February 2009"	1396001	1
33092	58311000001109	51022020	5276	"Atenolol 50mg tablets (A A H Pharmaceuticals Ltd)"	"Atenolol"	"50mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	721009	1
27685	129475001000027104	65095020	191	"Diltiazem HCl 300mg Capsule (PLIVA Pharma Ltd)"	"Diltiazem hydrochloride"	"300mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	4285009	1
33644	763811000001100	50437020	42	"Propranolol 80mg tablets (A A H Pharmaceuticals Ltd)"	"Propranolol hydrochloride"	"80mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"February 2009"	582011	1
78160	52465001000027104	54573020	363	"Labetalol 100mg Tablet (Approved Prescription Services Ltd)"	"Labetalol hydrochloride"	"100mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"October 2019"	1638009	1
13926	39023711000001112	75622020	24975	"Diltiazem 360mg modified-release capsules"	"Diltiazem hydrochloride"	"360mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	7272002	1
72285	30001311000001100	53266021	0	"Bisoprolol 1.25mg tablets (Mawdsley-Brooks & Company Ltd)"	"Bisoprolol fumarate"	"1.25mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"May 2018"	53266021	1
26759	721811000001108	80908020	38	"Zildil SR 60mg capsules (Healthcare Pharma Ltd)"	"Diltiazem hydrochloride"	"60mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	9293001	1
38964	2885611000001102	95553020	17317	"Adizem-SR 120mg tablets (Napp Pharmaceuticals Ltd)"	"Diltiazem hydrochloride"	"120mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	16389001	1
13499	17745001000027100	50247020	19271	"Lopresor 100mg Tablet (Novartis Pharmaceuticals UK Ltd)"	"Metoprolol tartrate"	"100mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	539002	1
53826	14801811000001108	1006020	0	"Atenolol 25mg tablets (Boston Healthcare Ltd)"	"Atenolol"	"25mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2013"	1006020	1
20012	34555001000027104	52292020	1701	"Visken 15mg Tablet (Sovereign Medical Ltd)"	"Pindolol"	"15mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	1038002	1
34575	375411000001106	52915020	406	"Atenolol 25mg tablets (Wockhardt UK Ltd)"	"Atenolol"	"25mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	1201011	1
36664	215665001000027104	81082020	1	"Zemret xl 300mg Capsule (Neo Laboratories Ltd)"	"Diltiazem hydrochloride"	"300mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	9370003	1
79116	30755511000001104	57273021	0	"Diltiazem 180mg modified-release capsules (J M McGill Ltd)"	"Diltiazem hydrochloride"	"180mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"December 2019"	57273021	1
54752	18279911000001104	984020	0	"Atenolol 50mg tablets (Strides Pharma UK Ltd)"	"Atenolol"	"50mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"April 2013"	984020	1
1289	383911000001109	60297020	366964	"Tildiem Retard 120mg tablets (Sanofi)"	"Diltiazem hydrochloride"	"120mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	3091002	1
66834	21966111000001108	47170020	1	"Uard 240XL capsules (Ennogen Healthcare Ltd)"	"Diltiazem hydrochloride"	"240mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"July 2016"	47170020	1
25059	44165001000027104	53572020	223	"Berkatens 80mg Tablet (Berk Pharmaceuticals Ltd)"	"Verapamil hydrochloride"	"80mg"	"Tablet"	"Oral"		"Supraventricular Arrhythmias/Calcium-Channel Blockers"	"February 2009"	1374002	1
