prodcodeid	dmdid	termfromemis	productname	formulation	routeofadministration	drugsubstancename	substancestrength	bnfchapter	drugissues	BBvar
5006141000033110	"15773211000001105"	"Sevikar 20mg/5mg tablets (Daiichi Sankyo UK Ltd)"	"Sevikar 20mg/5mg tablets"	"Tablet"	"Oral"	"Amlodipine besilate/ Olmesartan medoxomil"	"5.000mg + 20.000mg"	"2050502"	4000	0
3136041000033117	"7385911000001108"	"Caralpha 10mg/12.5mg tablets (Actavis UK Ltd)"	"Caralpha 10mg/12.5mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/ Lisinopril"	"12.500mg + 10.000mg"	" "	6	0
5576541000033113	"5008511000001107"	"Folpik XL 5mg tablets (Teva UK Ltd)"	"Folpik XL 5mg tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"5.000mg"	" "	2000	0
2944641000033112	"385542009"	"Olmesartan medoxomil 20mg tablets"	"Olmesartan medoxomil 20mg tablets"	"Tablet"	"Oral"	"Olmesartan medoxomil"	"20.000mg"	"2050502"	1000000	0
5888741000033110	"8278311000001107"	"Amlodipine 5mg/5ml oral suspension"	"Amlodipine 5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Amlodipine"	"1.000mg/1.000ml"	" "	5000	0
937141000033113	"333011000001100"	"Motens 4mg tablets (GlaxoSmithKline UK Ltd)"	"Motens 4mg tablets"	"Tablet"	"Oral"	"Lacidipine"	"4.000mg"	"2060200"	70000	0
370541000033113	"53611000001106"	"Cozaar 50mg tablets (Organon Pharma (UK) Ltd)"	"Cozaar 50mg tablets"	"Tablet"	"Oral"	"Losartan potassium"	"50.000mg"	"2050502"	200000	0
9209541000033112	"24555611000001102"	"Tolura 80mg tablets (Consilient Health Ltd)"	"Tolura 80mg tablets"	"Tablet"	"Oral"	"Telmisartan"	"80.000mg"	" "	1	0
935441000033112	"314211000001100"	"Moduret 25 tablets (Organon Pharma (UK) Ltd)"	"Moduret 25 tablets"	"Tablet"	"Oral"	"Amiloride hydrochloride/ Hydrochlorothiazide"	"2.500mg + 25.000mg"	"2020400"	200000	0
7755241000033119	"20351211000001103"	"Edarbi 40mg tablets (Takeda UK Ltd)"	"Edarbi 40mg tablets"	"Tablet"	"Oral"	"Azilsartan medoxomil"	"40.000mg"	"2050502"	50	0
1543941000033111	"317970008"	"Xipamide 20mg tablets"	"Xipamide 20mg tablets"	"Tablet"	"Oral"	"Xipamide"	"20.000mg"	"2020100"	60000	0
742541000033112	"4544011000001109"	"Hydrosaluric 25mg tablets (Organon Pharma (UK) Ltd)"	"Hydrosaluric 25mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide"	"25.000mg"	" "	3000	0
2990241000033112	"5011411000001103"	"Tritace 10mg tablets (Sanofi)"	"Tritace 10mg tablets"	"Tablet"	"Oral"	"Ramipril"	"10.000mg"	"2050501"	40000	0
5890541000033115	"8720611000001106"	"Ramipril 2.5mg/5ml oral solution"	"Ramipril 2.5mg/5ml oral solution"	"Oral solution"	"Oral"	"Ramipril"	"500.000microgram/1.000ml"	" "	300	0
8554241000033111	"22720611000001103"	"Ifirmasta 150mg tablets (Consilient Health Ltd)"	"Ifirmasta 150mg tablets"	"Tablet"	"Oral"	"Irbesartan"	"150.000mg"	" "	7	0
12117941000033118	"7657311000001101"	"Catapres TTS 2 patches (Imported (Germany))"	"Catapres TTS 2 patches"	"Transdermal patch"	" "	"Clonidine"	"200.000microgram/24.000hour"	" "	10	0
9105541000033112	"23985111000001109"	"Perindopril erbumine 8mg / Amlodipine 10mg tablets"	"Perindopril erbumine 8mg / Amlodipine 10mg tablets"	"Tablet"	"Oral"	"Amlodipine besilate/ Perindopril erbumine"	"10.000mg + 8.000mg"	" "	800	0
1918641000033112	"448611000001106"	"Pralenal 2.5 tablets (Opus Pharmaceuticals Ltd)"	"Pralenal 2.5 tablets"	"Tablet"	"Oral"	"Enalapril maleate"	"2.500mg"	"2050501"	50	0
965341000033114	"817911000001100"	"Neo-Naclex 5mg tablets (Mercury Pharma Group Ltd)"	"Neo-Naclex 5mg tablets"	"Tablet"	"Oral"	"Bendroflumethiazide"	"5.000mg"	"2020100"	30000	0
1849541000033118	"318986004"	"Telmisartan 40mg tablets"	"Telmisartan 40mg tablets"	"Tablet"	"Oral"	"Telmisartan"	"40.000mg"	"2050502"	1000000	0
3159741000033111	"7948711000001102"	"Lopace 2.5mg capsules (Discovery Pharmaceuticals)"	"Lopace 2.5mg capsules"	"Capsule"	"Oral"	"Ramipril"	"2.500mg"	"2050501"	40000	0
285941000033114	"322840006"	"Clonidine 25microgram tablets"	"Clonidine 25microgram tablets"	"Tablet"	"Oral"	"Clonidine hydrochloride"	"25.000microgram"	"6040101"	2000000	0
1551841000033118	"3144311000001101"	"Zestoretic 10 tablets (AstraZeneca UK Ltd)"	"Zestoretic 10 tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/ Lisinopril"	"12.500mg + 10.000mg"	"2050501"	100000	0
775541000033116	"318970006"	"Irbesartan 300mg tablets"	"Irbesartan 300mg tablets"	"Tablet"	"Oral"	"Irbesartan"	"300.000mg"	"2050502"	4000000	0
2944941000033117	"4624311000001103"	"Olmetec 20mg tablets (Daiichi Sankyo UK Ltd)"	"Olmetec 20mg tablets"	"Tablet"	"Oral"	"Olmesartan medoxomil"	"20.000mg"	"2050502"	30000	0
1151341000033117	"318900007"	"Ramipril 1.25mg capsules"	"Ramipril 1.25mg capsules"	"Capsule"	"Oral"	"Ramipril"	"1.250mg"	"2050501"	10000000	0
59441000033117	"36011000001106"	"Amias 8mg tablets (Takeda UK Ltd)"	"Amias 8mg tablets"	"Tablet"	"Oral"	"Candesartan cilexetil"	"8.000mg"	"2050502"	80000	0
817641000033118	"319301007"	"Lacidipine 4mg tablets"	"Lacidipine 4mg tablets"	"Tablet"	"Oral"	"Lacidipine"	"4.000mg"	"2060200"	2000000	0
287241000033110	"318668000"	"Clonidine 300microgram tablets"	"Clonidine 300microgram tablets"	"Tablet"	"Oral"	"Clonidine hydrochloride"	"300.000microgram"	"6040101"	5000	0
3190741000033112	"377488008"	"Valsartan 80mg / Hydrochlorothiazide 12.5mg tablets"	"Valsartan 80mg / Hydrochlorothiazide 12.5mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/ Valsartan"	"12.500mg + 80.000mg"	"2050502"	100000	0
8275941000033110	"14057311000001102"	"Perindopril erbumine 8mg/5ml oral solution"	"Perindopril erbumine 8mg/5ml oral solution"	"Oral solution"	"Oral"	"Perindopril erbumine"	"1.600mg/1.000ml"	" "	100	0
5971641000033113	"8622911000001107"	"Lisinopril 7.5mg/5ml oral suspension"	"Lisinopril 7.5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Lisinopril"	"1.500mg/1.000ml"	" "	100	0
5887941000033114	"8720511000001107"	"Ramipril 10mg/5ml oral suspension"	"Ramipril 10mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Ramipril"	"2.000mg/1.000ml"	" "	1000	0
2746441000033111	"8529611000001101"	"Hydrochlorothiazide 50mg/5ml oral solution"	"Hydrochlorothiazide 50mg/5ml oral solution"	"Oral solution"	"Oral"	"Hydrochlorothiazide"	"10.000mg/1.000ml"	" "	300	0
3188741000033111	"8046211000001107"	"Amlostin 5mg tablets (Discovery Pharmaceuticals)"	"Amlostin 5mg tablets"	"Tablet"	"Oral"	"Amlodipine"	"5.000mg"	"2060200"	200000	0
769341000033119	"730211000001104"	"Innovace 5mg tablets (Organon Pharma (UK) Ltd)"	"Innovace 5mg tablets"	"Tablet"	"Oral"	"Enalapril maleate"	"5.000mg"	"2050501"	200000	0
211541000033119	"318980005"	"Candesartan 16mg tablets"	"Candesartan 16mg tablets"	"Tablet"	"Oral"	"Candesartan cilexetil"	"16.000mg"	"2050502"	6000000	0
5900241000033113	"8398611000001101"	"Clonidine 50micrograms/5ml oral suspension"	"Clonidine 50micrograms/5ml oral suspension"	"Oral suspension"	"Oral"	"Clonidine hydrochloride"	"10.000microgram/1.000ml"	" "	700	0
5969941000033110	"12538811000001104"	"Hydrochlorothiazide 5mg/5ml oral suspension"	"Hydrochlorothiazide 5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Hydrochlorothiazide"	"1.000mg/1.000ml"	" "	50	0
1067841000033115	"318896009"	"Perindopril erbumine 2mg tablets"	"Perindopril erbumine 2mg tablets"	"Tablet"	"Oral"	"Perindopril erbumine"	"2.000mg"	"2050501"	10000000	0
76141000033117	"434511000001104"	"Aprovel 75mg tablets (Sanofi)"	"Aprovel 75mg tablets"	"Tablet"	"Oral"	"Irbesartan"	"75.000mg"	"2050502"	30000	0
5490241000033113	"13892511000001100"	"Amlodipine 5mg/5ml oral solution"	"Amlodipine 5mg/5ml oral solution"	"Oral solution"	"Oral"	"Amlodipine"	"1.000mg/1.000ml"	" "	4000	0
2944741000033115	"385543004"	"Olmesartan medoxomil 40mg tablets"	"Olmesartan medoxomil 40mg tablets"	"Tablet"	"Oral"	"Olmesartan medoxomil"	"40.000mg"	"2050502"	500000	0
8263641000033112	"21940011000001101"	"Perindopril tosilate 5mg / Indapamide 1.25mg tablets"	"Perindopril tosilate 5mg / Indapamide 1.25mg tablets"	"Tablet"	"Oral"	"Indapamide/ Perindopril tosilate"	"1.250mg + 5.000mg"	" "	800	0
971541000033113	"39021811000001100"	"Nicardipine 45mg modified-release capsules"	"Nicardipine 45mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Nicardipine hydrochloride"	"45.000mg"	"2060200"	40000	0
74541000033119	"672111000001100"	"Aprinox 2.5mg tablets (Advanz Pharma)"	"Aprinox 2.5mg tablets"	"Tablet"	"Oral"	"Bendroflumethiazide"	"2.500mg"	"2020100"	80000	0
6012441000033118	"8485511000001103"	"Enalapril 1.25mg/5ml oral solution"	"Enalapril 1.25mg/5ml oral solution"	"Oral solution"	"Oral"	"Enalapril maleate"	"250.000microgram/1.000ml"	" "	300	0
13341000033116	"829111000001100"	"Accupro 20mg tablets (Pfizer Ltd)"	"Accupro 20mg tablets"	"Tablet"	"Oral"	"Quinapril hydrochloride"	"20.000mg"	"2050501"	20000	0
1903541000033116	"318096005"	"Amiloride 2.5mg / Cyclopenthiazide 250microgram tablets"	"Amiloride 2.5mg / Cyclopenthiazide 250microgram tablets"	"Tablet"	"Oral"	"Amiloride hydrochloride/ Cyclopenthiazide"	"2.500mg + 250.000microgram"	"2020400"	200000	0
5972041000033112	"14159511000001105"	"Losartan 50mg/5ml oral suspension"	"Losartan 50mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Losartan potassium"	"10.000mg/1.000ml"	" "	500	0
2720141000033115	"407784004"	"Losartan 100mg tablets"	"Losartan 100mg tablets"	"Tablet"	"Oral"	"Losartan potassium"	"100.000mg"	"2050502"	10000000	0
3161641000033114	"3437611000001100"	"Perindopril erbumine 4mg / Indapamide 1.25mg tablets"	"Perindopril erbumine 4mg / Indapamide 1.25mg tablets"	"Tablet"	"Oral"	"Indapamide/ Perindopril erbumine"	"1.250mg + 4.000mg"	"2050501"	300000	0
2955941000033119	"485311000001101"	"Urizide 2.5mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Urizide 2.5mg tablets"	"Tablet"	"Oral"	"Bendroflumethiazide"	"2.500mg"	" "	3	0
3012741000033115	"8348511000001107"	"Captopril 25mg/5ml oral solution"	"Captopril 25mg/5ml oral solution"	"Oral solution"	"Oral"	"Captopril"	"5.000mg/1.000ml"	" "	8000	0
4021641000033111	"11160111000001107"	"Amlodipine 10mg / Valsartan 160mg tablets"	"Amlodipine 10mg / Valsartan 160mg tablets"	"Tablet"	"Oral"	"Amlodipine besilate/ Valsartan"	"10.000mg + 160.000mg"	"2060200"	40000	0
1769941000033115	"43711000001100"	"Tritace 10mg capsules (Sanofi)"	"Tritace 10mg capsules"	"Capsule"	"Oral"	"Ramipril"	"10.000mg"	"2050501"	6000	0
10217641000033116	"28882211000001100"	"Molap 4mg tablets (Rivopharm (UK) Ltd)"	"Molap 4mg tablets"	"Tablet"	"Oral"	"Lacidipine"	"4.000mg"	" "	5	0
3227241000033111	"376998003"	"Candesartan 32mg tablets"	"Candesartan 32mg tablets"	"Tablet"	"Oral"	"Candesartan cilexetil"	"32.000mg"	" "	2000000	0
1849741000033114	"924911000001106"	"Micardis 40mg tablets (Boehringer Ingelheim Ltd)"	"Micardis 40mg tablets"	"Tablet"	"Oral"	"Telmisartan"	"40.000mg"	"2050502"	20000	0
76041000033116	"323211000001107"	"Aprovel 300mg tablets (Sanofi)"	"Aprovel 300mg tablets"	"Tablet"	"Oral"	"Irbesartan"	"300.000mg"	"2050502"	40000	0
2145741000033116	"533511000001106"	"Tanatril 20mg tablets (Mitsubishi Tanabe Pharma Europe Ltd)"	"Tanatril 20mg tablets"	"Tablet"	"Oral"	"Imidapril hydrochloride"	"20.000mg"	"2050501"	1000	0
209841000033115	"3144511000001107"	"Carace 10 Plus tablets (Organon Pharma (UK) Ltd)"	"Carace 10 Plus tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/ Lisinopril"	"12.500mg + 10.000mg"	"2050501"	10000	0
214241000033118	"455611000001103"	"Capoten 25mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Capoten 25mg tablets"	"Tablet"	"Oral"	"Captopril"	"25.000mg"	"2050501"	200000	0
74341000033114	"657011000001101"	"Apresoline 25mg tablets (Advanz Pharma)"	"Apresoline 25mg tablets"	"Tablet"	"Oral"	"Hydralazine hydrochloride"	"25.000mg"	"2050100"	70000	0
1149441000033112	"318887009"	"Quinapril 20mg tablets"	"Quinapril 20mg tablets"	"Tablet"	"Oral"	"Quinapril hydrochloride"	"20.000mg"	"2050501"	300000	0
376841000033113	"318135008"	"Co-amilofruse 2.5mg/20mg tablets"	"Co-amilofruse 2.5mg/20mg tablets"	"Tablet"	"Oral"	"Amiloride hydrochloride/ Furosemide"	"2.500mg + 20.000mg"	"2020400"	2000000	0
11807841000033120	"33628611000001102"	"Benph 5mg tablets (Mylan)"	"Benph 5mg tablets"	"Tablet"	"Oral"	"Terazosin hydrochloride"	"5.000mg"	" "	1	0
5967141000033118	"8485811000001100"	"Enalapril 10mg/5ml oral suspension"	"Enalapril 10mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Enalapril maleate"	"2.000mg/1.000ml"	" "	200	0
775441000033117	"318969005"	"Irbesartan 150mg tablets"	"Irbesartan 150mg tablets"	"Tablet"	"Oral"	"Irbesartan"	"150.000mg"	"2050502"	4000000	0
5149941000033118	"15507411000001105"	"Losartan 2.5mg/ml oral suspension sugar free"	"Losartan 2.5mg/ml oral suspension sugar free"	"Oral suspension"	"Oral"	"Losartan potassium"	"2.500mg/1.000ml"	"2050502"	3000	0
569041000033115	"39020511000001105"	"Felodipine 10mg modified-release tablets"	"Felodipine 10mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"10.000mg"	"2060200"	6000000	0
3159941000033114	"7949111000001105"	"Lopace 10mg capsules (Discovery Pharmaceuticals)"	"Lopace 10mg capsules"	"Capsule"	"Oral"	"Ramipril"	"10.000mg"	"2050501"	70000	0
10941000033110	"517711000001103"	"Acepril 25mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Acepril 25mg tablets"	"Tablet"	"Oral"	"Captopril"	"25.000mg"	"2050501"	30000	0
59241000033118	"97311000001103"	"Amias 2mg tablets (Takeda UK Ltd)"	"Amias 2mg tablets"	"Tablet"	"Oral"	"Candesartan cilexetil"	"2.000mg"	"2050502"	20000	0
3152141000033115	"8622611000001101"	"Lisinopril 5mg/5ml oral suspension"	"Lisinopril 5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Lisinopril"	"1.000mg/1.000ml"	" "	6000	0
742041000033119	"318650003"	"Hydralazine 50mg tablets"	"Hydralazine 50mg tablets"	"Tablet"	"Oral"	"Hydralazine hydrochloride"	"50.000mg"	"2050100"	300000	0
1387341000033114	"462511000001104"	"Staril 10mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Staril 10mg tablets"	"Tablet"	"Oral"	"Fosinopril sodium"	"10.000mg"	" "	60000	0
2928341000033114	"673711000001107"	"Tensopril 12.5mg tablets (Teva UK Ltd)"	"Tensopril 12.5mg tablets"	"Tablet"	"Oral"	"Captopril"	"12.500mg"	"2050501"	7	0
2928941000033113	"3800511000001100"	"Cabren 5mg modified-release tablets (Teva UK Ltd)"	"Cabren 5mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"5.000mg"	" "	600	0
967041000033118	"3638211000001100"	"Neo-Naclex-K modified-release tablets (Mercury Pharma Group Ltd)"	"Neo-Naclex-K modified-release tablets"	"Modified-release tablet"	"Oral"	"Bendroflumethiazide/ Potassium chloride"	"2.500mg + 630.000mg"	" "	100000	0
796541000033115	"3252011000001105"	"Kalspare tablets (DHP Healthcare Ltd)"	"Kalspare tablets"	"Tablet"	"Oral"	"Chlortalidone/ Triamterene"	"50.000mg + 50.000mg"	"2020400"	8000	0
9121541000033116	"24221811000001105"	"Parmid XL 2.5mg tablets (Sandoz Ltd)"	"Parmid XL 2.5mg tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"2.500mg"	" "	1000	0
377641000033110	"902211000001100"	"Coversyl 4mg tablets (Servier Laboratories Ltd)"	"Coversyl 4mg tablets"	"Tablet"	"Oral"	"Perindopril erbumine"	"4.000mg"	"2050501"	70000	0
3160641000033118	"39693411000001102"	"Quinapril 10mg / Hydrochlorothiazide 12.5mg tablets"	"Quinapril 10mg / Hydrochlorothiazide 12.5mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/ Quinapril hydrochloride"	"12.500mg + 10.000mg"	"2050501"	20000	0
75941000033114	"859711000001103"	"Aprovel 150mg tablets (Sanofi)"	"Aprovel 150mg tablets"	"Tablet"	"Oral"	"Irbesartan"	"150.000mg"	"2050502"	60000	0
5454041000033117	"8791911000001104"	"Captopril 4mg capsules"	"Captopril 4mg capsules"	"Capsule"	"Oral"	"Captopril"	"4.000mg"	" "	20	0
768641000033118	"39696211000001108"	"Indapamide 2.5mg tablets"	"Indapamide 2.5mg tablets"	"Tablet"	"Oral"	"Indapamide hemihydrate"	"2.500mg"	"2020100"	9000000	0
1429041000033118	"318777001"	"Terazosin 10mg tablets"	"Terazosin 10mg tablets"	"Tablet"	"Oral"	"Terazosin hydrochloride"	"10.000mg"	"7040100"	100000	0
745741000033113	"3147611000001100"	"Hytrin 2mg tablets (Advanz Pharma)"	"Hytrin 2mg tablets"	"Tablet"	"Oral"	"Terazosin hydrochloride"	"2.000mg"	"7040100"	40000	0
1425441000033113	"439411000001104"	"Tenchlor 50mg/12.5mg tablets (Teva UK Ltd)"	"Tenchlor 50mg/12.5mg tablets"	"Tablet"	"Oral"	"Atenolol/ Chlortalidone"	"50.000mg + 12.500mg"	" "	1000	1
3161341000033118	"318546001"	"Metoprolol 100mg / Hydrochlorothiazide 12.5mg tablets"	"Metoprolol 100mg / Hydrochlorothiazide 12.5mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/ Metoprolol tartrate"	"12.500mg + 100.000mg"	" "	4000	1
1426241000033117	"825011000001103"	"Tenoret 50mg/12.5mg tablets (AstraZeneca UK Ltd)"	"Tenoret 50mg/12.5mg tablets"	"Tablet"	"Oral"	"Atenolol/ Chlortalidone"	"50.000mg + 12.500mg"	"2040000"	600000	1
756741000033117	"350811000001100"	"Inderex 160mg/5mg modified-release capsules (AstraZeneca UK Ltd)"	"Inderex 160mg/5mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Bendroflumethiazide/ Propranolol hydrochloride"	"5.000mg + 160.000mg"	" "	40000	1
90741000033113	"101411000001108"	"Atenix Co 100 tablets (Ashbourne Pharmaceuticals Ltd)"	"Atenix Co 100 tablets"	"Tablet"	"Oral"	"Atenolol/ Chlortalidone"	"100.000mg + 25.000mg"	"2040000"	10000	1
1426341000033110	"288711000001105"	"Tenoretic 100mg/25mg tablets (AstraZeneca UK Ltd)"	"Tenoretic 100mg/25mg tablets"	"Tablet"	"Oral"	"Atenolol/ Chlortalidone"	"100.000mg + 25.000mg"	"2040000"	1000000	1
1132741000033111	"98411000001109"	"Prestim tablets (Meda Pharmaceuticals Ltd)"	"Prestim tablets"	"Tablet"	"Oral"	"Bendroflumethiazide/ Timolol maleate"	"2.500mg + 10.000mg"	"2040000"	60000	1
376541000033111	"377211005"	"Co-tenidone 100mg/25mg tablets"	"Co-tenidone 100mg/25mg tablets"	"Tablet"	"Oral"	"Atenolol/ Chlortalidone"	"100.000mg + 25.000mg"	"2040000"	2000000	1
375441000033118	"3886211000001102"	"Corgaretic 40mg tablets (Sanofi-Synthelabo Ltd)"	"Corgaretic 40mg tablets"	"Tablet"	"Oral"	"Bendroflumethiazide/ Nadolol"	"5.000mg + 40.000mg"	" "	7000	1
3346641000033118	"318556002"	"Timolol 10mg / Bendroflumethiazide 2.5mg tablets"	"Timolol 10mg / Bendroflumethiazide 2.5mg tablets"	"Tablet"	"Oral"	"Bendroflumethiazide/ Timolol maleate"	"2.500mg + 10.000mg"	"2040000"	6000	1
935341000033118	"74311000001101"	"Moducren tablets (Organon Pharma (UK) Ltd)"	"Moducren tablets"	"Tablet"	"Oral"	"Amiloride hydrochloride/ Hydrochlorothiazide/ Timolol maleate"	"2.500mg + 25.000mg + 10.000mg"	" "	90000	1
1414241000033117	"721411000001106"	"Tenben 25mg/1.25mg capsules (Galen Ltd)"	"Tenben 25mg/1.25mg capsules"	"Capsule"	"Oral"	"Atenolol/ Bendroflumethiazide"	"25.000mg + 1.250mg"	" "	20000	1
5376441000033114	"16458411000001107"	"Timolol 10mg / Amiloride 2.5mg / Hydrochlorothiazide 25mg tablets (Essential Generics Ltd)"	"Timolol 10mg / Amiloride 2.5mg / Hydrochlorothiazide 25mg tablets"	"Tablet"	"Oral"	"Amiloride hydrochloride/ Hydrochlorothiazide/ Timolol maleate"	"2.500mg + 25.000mg + 10.000mg"	" "	900	1
1425541000033114	"298311000001107"	"Tenchlor 100mg/25mg tablets (Teva UK Ltd)"	"Tenchlor 100mg/25mg tablets"	"Tablet"	"Oral"	"Atenolol/ Chlortalidone"	"100.000mg + 25.000mg"	" "	2000	1
372841000033114	"3853411000001104"	"Co-Betaloc SA tablets (Pfizer Ltd)"	"Co-Betaloc SA tablets"	"Modified-release tablet"	"Oral"	"Hydrochlorothiazide/ Metoprolol tartrate"	"25.000mg + 200.000mg"	" "	5000	1
375541000033117	"4057911000001102"	"Corgaretic 80mg tablets (Sanofi-Synthelabo Ltd)"	"Corgaretic 80mg tablets"	"Tablet"	"Oral"	"Bendroflumethiazide/ Nadolol"	"5.000mg + 80.000mg"	" "	8000	1
756641000033114	"333111000001104"	"Inderetic 80mg/2.5mg capsules (AstraZeneca UK Ltd)"	"Inderetic 80mg/2.5mg capsules"	"Capsule"	"Oral"	"Bendroflumethiazide/ Propranolol hydrochloride"	"2.500mg + 80.000mg"	" "	40000	1
793741000033117	"237011000001100"	"Kalten capsules (M & A Pharmachem Ltd)"	"Kalten capsules"	"Capsule"	"Oral"	"Amiloride hydrochloride/ Atenolol/ Hydrochlorothiazide"	"2.500mg + 50.000mg + 25.000mg"	"2040000"	100000	1
92441000033119	"629011000001109"	"Atenix Co 50 tablets (Ashbourne Pharmaceuticals Ltd)"	"Atenix Co 50 tablets"	"Tablet"	"Oral"	"Atenolol/ Chlortalidone"	"50.000mg + 12.500mg"	"2040000"	3000	1
937341000033111	"4542911000001104"	"Monozide 10 tablets (Wyeth Pharmaceuticals)"	"Monozide 10 tablets"	"Tablet"	"Oral"	"Bisoprolol fumarate/ Hydrochlorothiazide"	"10.000mg + 6.250mg"	" "	3000	1
372741000033116	"2977611000001106"	"Co-Betaloc tablets (Pfizer Ltd)"	"Co-Betaloc tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/ Metoprolol tartrate"	"12.500mg + 100.000mg"	" "	40000	1
376441000033110	"318575007"	"Co-tenidone 50mg/12.5mg tablets"	"Co-tenidone 50mg/12.5mg tablets"	"Tablet"	"Oral"	"Atenolol/ Chlortalidone"	"50.000mg + 12.500mg"	"2040000"	2000000	1
