prodcode	dmdcode	gemscriptcode	therapyevents	productname	ingredient	strength	formulation	routeofadministration	bnfchapter	bnftext	database_build	unclearnumber
32640	555611000001105	48673020	861	"Amoxicillin 250mg/5ml oral suspension (IVAX Pharmaceuticals UK Ltd)"	"Amoxicillin trihydrate"	"50mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	169009
21405	9215211000001100	89014020	163978	"Phenoxymethylpenicillin 250mg/5ml oral solution sugar free"	"Phenoxymethylpenicillin potassium"	"50mg/1ml"	"Oral solution"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2009"	13086001
53878	735711000001101	69073020	0	"Ciprofloxacin 500mg tablets (Ranbaxy (UK) Ltd)"	"Ciprofloxacin hydrochloride"	"500mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"February 2013"	5393009
53609	19833911000001108	38978020	0	"Co-amoxiclav 500mg/125mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd)"	"Amoxicillin trihydrate/Potassium clavulanate"	"500mg + 125mg"	"Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"January 2013"	38978020
77727	36635611000001104	85148021	0	"Clarithromycin 500mg powder for concentrate for solution for infusion vials (Alliance Healthcare (Distribution) Ltd)"	"Clarithromycin"	"500mg"	"Powder for solution for infusion"	"Intravenous"	5010500	"Macrolides"	"August 2019"	85148021
53109	17522611000001104	5910020	0	"Clarithromycin 500mg tablets (Somex Pharma)"	"Clarithromycin"	"500mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"January 2013"	5910020
63	324178009	59396020	4086303	"Erythromycin 250mg gastro-resistant tablets"	"Erythromycin"	"250mg"	"Gastro-resistant tablet"	"Oral"		"Macrolides/Oral Antibacterials For Acne"	"February 2009"	2881001
54882	17965211000001106	78517020	0	"Clarithromycin 250mg tablets (Almus Pharmaceuticals Ltd)"	"Clarithromycin"	"250mg"	"Tablet"	"Oral"	0	"Unknown"	"May 2013"	8239009
64814	13793711000001100	74286020	0	"Ciprofloxacin 400mg/200ml solution for infusion vials (Genus Pharmaceuticals Ltd)"	"Ciprofloxacin lactate"	"2mg/1ml"	"Solution for infusion"	"Intravenous"	5011200	"Quinolones"	"November 2015"	6894009
34701	719411000001101	57804020	314	"Flucloxacillin 125mg/5ml oral solution (IVAX Pharmaceuticals UK Ltd)"	"Flucloxacillin sodium"	"25mg/1ml"	"Oral solution"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"February 2009"	2446009
71011	19834111000001108	38985020	3	"Ciprofloxacin 250mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd)"	"Ciprofloxacin hydrochloride"	"250mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"December 2017"	38985020
61264	23903911000001108	21395021	0	"Erythromycin 250mg gastro-resistant tablets (DE Pharmaceuticals)"	"Erythromycin"	"250mg"	"Gastro-resistant tablet"	"Oral"		"Macrolides/Oral Antibacterials For Acne"	"September 2014"	21395021
53945	534211000001106	5754020	0	"Cefalexin 125mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)"	"Cefalexin"	"25mg/1ml"	"Oral suspension"	"Oral"	5010201	"Cephalosporins"	"March 2013"	5754020
73065	16450411000001108	5732020	0	"Zinnat 250mg tablets (Lexon (UK) Ltd)"	"Cefuroxime axetil"	"250mg"	"Tablet"	"Oral"	5010201	"Cephalosporins"	"September 2018"	5732020
16683	211545001000027104	79741020	15	"Benzylpenicillin 125mg/5ml oral solution"	"Benzylpenicillin Potassium"	"125mg/5ml"	"Syrup"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2009"	8739002
22015	230725001000027104	85573020	13	"Respillin 125mg/5ml Oral solution (OPD Pharm)"	"Amoxicillin trihydrate"	"25mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	11442001
48147	9786711000001108	71105020	1	"Co-amoxiclav 250mg/125mg tablets (Almus Pharmaceuticals Ltd)"	"Amoxicillin trihydrate/Potassium clavulanate"	"250mg + 125mg"	"Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"December 2012"	5972009
3736	159795001000027104	69357020	17042	"Klaricid 125mg/5ml Oral suspension (Abbott Laboratories Ltd)"	"Clarithromycin"	"25mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"February 2009"	5469002
232	323824004	60546020	125	"Cefotaxime 500mg powder for solution for injection vials"	"Cefotaxime sodium"	"500mg"	"Powder for solution for injection"	"Intravenous/Intramuscular"	5010201	"Cephalosporins"	"February 2009"	3150001
61561	21975211000001104	47446020	0	"Erythromycin ethyl succinate 250mg/5ml oral suspension (Waymade Healthcare Plc)"	"Erythromycin ethyl succinate"	"50mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"November 2014"	47446020
45271	51185001000027104	54408020	1	"Tetracycline 250mg Tablet (Numark Management Ltd)"	"Tetracycline hydrochloride"	"250mg"	"Tablet"	"Oral"		"Tetracyclines/Oral Antibacterials For Acne"	"May 2011"	1594009
201	40265001000027104	53071020	27	"Erythrocin 1g/vial Injection (Abbott Laboratories Ltd)"	"Erythromycin lactobionate"	"1gram"	"Powder for solution for infusion"	"Intravenous"	5010500	"Macrolides"	"February 2009"	1246001
56578	22007711000001104	47413020	1	"Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free (Waymade Healthcare Plc)"	"Amoxicillin trihydrate/Potassium clavulanate"	"50mg/1ml + 12.5mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"August 2013"	47413020
47983	10096411000001100	73941020	0	"Cefuroxime 250mg tablets (A A H Pharmaceuticals Ltd)"	"Cefuroxime axetil"	"250mg"	"Tablet"	"Oral"	5010201	"Cephalosporins"	"November 2012"	6795009
79833	35996611000001100	82695021	0	"Erythromycin 250mg gastro-resistant tablets (Ennogen Pharma Ltd)"	"Erythromycin"	"250mg"	"Gastro-resistant tablet"	"Oral"		"Macrolides/Oral Antibacterials For Acne"	"February 2020"	82695021
68476	14193111000001108	5574020	7	"Amoxil 500mg capsules (Sigma Pharmaceuticals Plc)"	"Amoxicillin trihydrate"	"500mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"December 2016"	5574020
25614	4558311000001100	60548020	51	"Cefotaxime 2g powder for solution for injection vials"	"Cefotaxime sodium"	"2gram"	"Powder for solution for injection"	"Intravenous/Intramuscular"	5010201	"Cephalosporins"	"February 2009"	3150003
41547	44645001000027104	53627020	286	"Tetracycline 250mg Capsule (Berk Pharmaceuticals Ltd)"	"Tetracycline hydrochloride"	"250mg"	"Capsule"	"Oral"		"Tetracyclines/Oral Antibacterials For Acne"	"March 2010"	1387009
74382	29852611000001104	52264021	3	"Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Sigma Pharmaceuticals Plc)"	"Erythromycin ethyl succinate"	"50mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"January 2019"	52264021
64301	2511000001107	6101020	12	"Ciprofloxacin 500mg tablets (Kent Pharma (UK) Ltd)"	"Ciprofloxacin hydrochloride"	"500mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"September 2015"	6101020
48683	18051111000001108	5615020	20	"Augmentin 375mg tablets (Lexon (UK) Ltd)"	"Amoxicillin trihydrate/Potassium clavulanate"	"250mg + 125mg"	"Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"January 2013"	5615020
69140	30016111000001108	53507021	0	"Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free (Mawdsley-Brooks & Company Ltd)"	"Amoxicillin trihydrate/Potassium clavulanate"	"50mg/1ml + 12.5mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"April 2017"	53507021
11611	235411000001103	51704020	7649	"Rommix 250 EC tablets (Ashbourne Pharmaceuticals Ltd)"	"Erythromycin"	"250mg"	"Gastro-resistant tablet"	"Oral"		"Macrolides/Oral Antibacterials For Acne"	"February 2009"	896002
71423	10308011000001108	70464020	1	"Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Focus Pharmaceuticals Ltd)"	"Erythromycin ethyl succinate"	"50mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"January 2018"	5783009
21827	156245001000027104	68744020	1222	"Almodan 500mg Capsule (Berk Pharmaceuticals Ltd)"	"Amoxicillin trihydrate"	"500mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	5300002
81110	38081711000001104	91452021	0	"Phenoxymethylpenicillin 125mg/5ml oral solution (Flamingo Pharma (UK) Ltd)"	"Phenoxymethylpenicillin potassium"	"25mg/1ml"	"Oral solution"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"July 2020"	91452021
23432	2849311000001101	75140020	31	"Doxylar 50mg capsules (Sandoz Ltd)"	"Doxycycline hyclate"	"50mg"	"Capsule"	"Oral"		"Tetracyclines/Antimalarials"	"February 2009"	7143002
42512	73465001000027104	57381020	4	"Phenoxymethylpenicillin 250mg/5ml Oral solution (Generics (UK) Ltd)"	"Phenoxymethylpenicillin potassium"	"50mg/1ml"	"Oral solution"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"June 2010"	2343010
847	709311000001106	48123020	120751	"Amoxil 500mg capsules (GlaxoSmithKline UK Ltd)"	"Amoxicillin trihydrate"	"500mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	37002
34776	401911000001101	60478020	212	"Flucloxacillin 500mg capsules (Mylan)"	"Flucloxacillin sodium"	"500mg"	"Capsule"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"February 2009"	3134010
56856	935711000001105	67194020	0	"Ciprofloxacin 750mg tablets (Ranbaxy (UK) Ltd)"	"Ciprofloxacin hydrochloride"	"750mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"August 2013"	4867009
35191	10530611000001104	72673020	0	"Co-amoxiclav 500mg/100mg powder for solution for injection vials (Teva UK Ltd)"	"Amoxicillin sodium/Potassium clavulanate"	"500mg + 100mg"	"Powder for solution for injection"	"Intravenous"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	6431009
66905	5489611000001108	68597020	0	"Co-amoxiclav 1000mg/200mg powder for solution for injection vials (Wockhardt UK Ltd)"	"Amoxicillin sodium/Potassium clavulanate"	"1000mg + 200mg"	"Powder for solution for injection"	"Intravenous"	5010103	"Broad-Spectrum Penicillins"	"July 2016"	5257009
69403	32800711000001104	69033021	0	"Erythromycin 250mg gastro-resistant tablets (Genesis Pharmaceuticals Ltd)"	"Erythromycin"	"250mg"	"Gastro-resistant tablet"	"Oral"		"Macrolides/Oral Antibacterials For Acne"	"May 2017"	69033021
50279	13832811000001104	5595020	15	"Augmentin 625mg tablets (DE Pharmaceuticals)"	"Amoxicillin trihydrate/Potassium clavulanate"	"500mg + 125mg"	"Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"January 2013"	5595020
59153	21764811000001100	47407020	0	"Amoxicillin 250mg capsules (Waymade Healthcare Plc)"	"Amoxicillin trihydrate"	"250mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"March 2014"	47407020
68367	32163811000001104	62309021	0	"Erythromycin ethyl succinate 500mg tablets (Dawa Ltd)"	"Erythromycin ethyl succinate"	"500mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"December 2016"	62309021
36599	612311000001107	59171020	26	"Cefalexin 250mg capsules (Ranbaxy (UK) Ltd)"	"Cefalexin"	"250mg"	"Capsule"	"Oral"	5010201	"Cephalosporins"	"February 2009"	2828009
1000	323496002	58206020	247352	"Flucloxacillin 125mg/5ml oral suspension"	"Flucloxacillin magnesium"	"25mg/1ml"	"Oral suspension"	"Oral"	0	"Unknown"	"February 2009"	2567001
34795	2411000001108	61120020	368	"Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (IVAX Pharmaceuticals UK Ltd)"	"Erythromycin ethyl succinate"	"25mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"February 2009"	3278011
41389	234075001000027104	86347020	6	"Erythoden 250mg/5ml Liquid (Stevenden Healthcare)"	"Erythromycin ethyl succinate"	"50mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"March 2010"	11768002
19648	599611000001103	60299020	73	"Co-fluampicil 250mg/250mg capsules (A A H Pharmaceuticals Ltd)"	"Flucloxacillin sodium/Ampicillin trihydrate"	"250mg + 250mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	3091009
44692	40785001000027104	53133020	0	"Penicillin VK 250mg Tablet (C P Pharmaceuticals Ltd)"	"Phenoxymethylpenicillin potassium"	"250mg"	"Tablet"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2011"	1262009
29281	587511000001105	53514020	81	"Cefalexin 500mg capsules (Teva UK Ltd)"	"Cefalexin"	"500mg"	"Capsule"	"Oral"	5010201	"Cephalosporins"	"February 2009"	1361010
51537	211411000001108	6117020	0	"Ciprofloxacin 250mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Ciprofloxacin hydrochloride"	"250mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"January 2013"	6117020
728	417611000001101	67985020	83351	"Ciproxin 500mg tablets (Bayer Plc)"	"Ciprofloxacin hydrochloride"	"500mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"February 2009"	5087003
52549	18107911000001100	5548020	167	"Flucloxacillin 250mg/5ml oral solution (Phoenix Healthcare Distribution Ltd)"	"Flucloxacillin sodium"	"50mg/1ml"	"Oral solution"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"January 2013"	5548020
29697	115325001000027104	63152020	22	"Amopen 125mg/5ml Liquid (Yorkshire Pharmaceuticals Ltd)"	"Amoxicillin trihydrate"	"25mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	3760003
58126	22751511000001108	17337021	15	"Flucloxacillin sodium 125mg/5ml oral suspension"	"Flucloxacillin sodium"	"25mg/1ml"	"Oral suspension"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"December 2013"	17337021
80218	17858511000001104	6114020	0	"Ciprofloxacin 500mg tablets (Phoenix Healthcare Distribution Ltd)"	"Ciprofloxacin hydrochloride"	"500mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"March 2020"	6114020
7523	113465001000027104	62875020	1066	"Doxycycline (as hyclate) 20mg capsules"	"Doxycycline Hyclate"	"20mg"	"Capsules"	"Oral"	12030100	"Drugs For Oral Ulceration And Inflammation"	"February 2009"	3695002
81471	37509711000001112	89182021	0	"Cefalexin 250mg capsules (Flynn Pharma Ltd)"	"Cefalexin"	"250mg"	"Capsule"	"Oral"	5010201	"Cephalosporins"	"August 2020"	89182021
25280	165611000001108	80615020	108	"Tiloryth 250mg gastro-resistant capsules (Tillomed Laboratories Ltd)"	"Erythromycin"	"250mg"	"Gastro-resistant capsule"	"Oral"		"Macrolides/Oral Antibacterials For Acne"	"February 2009"	9155001
480	10335001000027104	49300020	58081	"Erythrocin 250mg Tablet (Abbott Laboratories Ltd)"	"Erythromycin stearate"	"250mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"February 2009"	317001
68001	30130811000001104	53501021	0	"Flucloxacillin 250mg capsules (Mawdsley-Brooks & Company Ltd)"	"Flucloxacillin sodium"	"250mg"	"Capsule"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"October 2016"	53501021
24090	9376611000001108	70616020	1	"Cefalexin 250mg capsules (PLIVA Pharma Ltd)"	"Cefalexin"	"250mg"	"Capsule"	"Oral"	5010201	"Cephalosporins"	"February 2009"	5825009
12382	151155001000027104	67895020	57	"Ampiclox 500mg Capsule (Beecham Research Laboratories)"	"Ampicillin/Cloxacillin"	"500mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	5063002
66747	32397711000001104	62304021	0	"Co-amoxiclav 250mg/125mg tablets (Brown & Burk UK Ltd)"	"Amoxicillin trihydrate/Potassium clavulanate"	"250mg + 125mg"	"Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"July 2016"	62304021
58756	21935211000001100	47445020	0	"Erythromycin ethyl succinate 125mg/5ml oral suspension (Waymade Healthcare Plc)"	"Erythromycin ethyl succinate"	"25mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"February 2014"	47445020
12505	169335001000027104	70676020	5	"Benzylpenicillin 300mg/vial injection"	"Benzylpenicillin Sodium"	"300mg/vial"	"Injection"	""	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2009"	5842001
19160	216811000001100	60285020	129	"Cefalexin 250mg capsules (Mylan)"	"Cefalexin"	"250mg"	"Capsule"	"Oral"	5010201	"Cephalosporins"	"February 2009"	3088011
49374	17493911000001104	5613020	3	"Augmentin 375mg tablets (Mawdsley-Brooks & Company Ltd)"	"Amoxicillin trihydrate/Potassium clavulanate"	"250mg + 125mg"	"Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"January 2013"	5613020
64355	29769411000001104	52253021	0	"Amoxicillin 125mg/5ml oral suspension (Sigma Pharmaceuticals Plc)"	"Amoxicillin trihydrate"	"25mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"October 2015"	52253021
50205	17628011000001100	5844020	81	"Erythrolar 250mg tablets (Ennogen Pharma Ltd)"	"Erythromycin stearate"	"250mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"January 2013"	5844020
83983	36695911000001104	85153021	0	"Co-amoxiclav 500mg/125mg tablets (Noumed Life Sciences Ltd)"	"Amoxicillin trihydrate/Potassium clavulanate"	"500mg + 125mg"	"Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"June 2021"	85153021
39616	274611000001103	96632020	11780	"Erythrocin 250 tablets (Advanz Pharma)"	"Erythromycin stearate"	"250mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"May 2009"	16933001
26392	2853611000001106	76765020	140	"Vibrox 100mg capsules (Kent Pharma (UK) Ltd)"	"Doxycycline hyclate"	"100mg"	"Capsule"	"Oral"		"Tetracyclines/Antimalarials/Oral Antibacterials For Acne"	"February 2009"	7637001
59572	15077911000001108	6109020	0	"Ciprofloxacin 500mg tablets (Sigma Pharmaceuticals Plc)"	"Ciprofloxacin hydrochloride"	"500mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"April 2014"	6109020
9014	31305001000027108	51899020	22715	"Tetrabid-organon 250mg Capsule (Organon Laboratories Ltd)"	"Tetracycline hydrochloride"	"250mg"	"Capsule"	"Oral"		"Tetracyclines/Oral Antibacterials For Acne"	"February 2009"	943001
69472	27996611000001100	40675021	0	"Cefalexin 500mg capsules (Lupin Healthcare (UK) Ltd)"	"Cefalexin"	"500mg"	"Capsule"	"Oral"	5010201	"Cephalosporins"	"May 2017"	40675021
64732	17902611000001100	5855020	1	"Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd)"	"Erythromycin ethyl succinate"	"25mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"November 2015"	5855020
69107	29782311000001108	52256021	0	"Cefalexin 250mg capsules (Sigma Pharmaceuticals Plc)"	"Cefalexin"	"250mg"	"Capsule"	"Oral"	5010201	"Cephalosporins"	"April 2017"	52256021
2174	3243311000001101	53362020	13841	"Amoxil 3g oral powder sachets sucrose free (GlaxoSmithKline UK Ltd)"	"Amoxicillin trihydrate"	"3gram"	"Powder"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	1326001
58323	130511000001107	6092020	0	"Ciprofloxacin 100mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Ciprofloxacin hydrochloride"	"100mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"December 2013"	6092020
55799	15087511000001106	70690020	5	"Flucloxacillin 500mg capsules (Sigma Pharmaceuticals Plc)"	"Flucloxacillin sodium"	"500mg"	"Capsule"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"June 2013"	5845009
80609	37773011000001104	90105021	0	"Phenoxymethylpenicillin 250mg tablets (DE Pharmaceuticals)"	"Phenoxymethylpenicillin potassium"	"250mg"	"Tablet"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"April 2020"	90105021
72041	16733411000001108	5654020	0	"Piperacillin 2g / Tazobactam 250mg powder for solution for injection vials (A A H Pharmaceuticals Ltd)"	"Piperacillin sodium/Tazobactam sodium"	"2gram + 250mg"	"Powder for solution for infusion"	"Intravenous"	5010104	"Antipseudomonal Penicillins"	"April 2018"	5654020
82176	38081911000001104	91583021	0	"Phenoxymethylpenicillin 250mg/5ml oral solution (Flamingo Pharma (UK) Ltd)"	"Phenoxymethylpenicillin potassium"	"50mg/1ml"	"Oral solution"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"November 2020"	91583021
60828	24389111000001104	23737021	0	"Erythromycin 250mg gastro-resistant tablets (Bristol Laboratories Ltd)"	"Erythromycin"	"250mg"	"Gastro-resistant tablet"	"Oral"		"Macrolides/Oral Antibacterials For Acne"	"August 2014"	23737021
55018	15984511000001106	5670020	1	"Amoxicillin 250mg/5ml oral suspension (Bristol Laboratories Ltd)"	"Amoxicillin trihydrate"	"50mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"May 2013"	5670020
54725	19187611000001108	5583020	6	"Amoxicillin 500mg capsules (Milpharm Ltd)"	"Amoxicillin trihydrate"	"500mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"April 2013"	5583020
63501	19730111000001104	38559020	1	"Ciprofloxacin 750mg tablets (Medreich Plc)"	"Ciprofloxacin hydrochloride"	"750mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"June 2015"	38559020
40914	471811000001100	97411020	1211	"Ceporex 500mg tablets (Strides Pharma UK Ltd)"	"Cefalexin"	"500mg"	"Tablet"	"Oral"	5010201	"Cephalosporins"	"December 2009"	17334001
32622	860211000001109	60196020	27	"Amoxicillin 125mg/5ml oral suspension (Mylan)"	"Amoxicillin trihydrate"	"25mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	3068011
725	323872003	68012020	8052	"Cefuroxime 125mg/5ml oral suspension"	"Cefuroxime axetil"	"25mg/1ml"	"Oral suspension"	"Oral"	5010201	"Cephalosporins"	"February 2009"	5095003
9903	98935001000027104	60837020	8604	"Erythromycin estolate 250mg capsules"	"Erythromycin Lactobionate"	"250mg"	"Capsules"	"Oral"		"Macrolides/Oral Antibacterials For Acne"	"February 2009"	3214001
23776	169345001000027104	70678020	6	"Benzylpenicillin 3g/vial injection"	"Benzylpenicillin Sodium"	"3g/vial"	"Injection"	""	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2009"	5842003
13848	146265001000027104	67356020	850	"Amoxicillin 125mg sugar free powder"	"Amoxicillin Trihydrate"	"125mg"	"Powder Sugar-Free"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	4913003
32148	36655001000027104	52582020	201	"Amfipen forte 250mg/5ml Oral solution (Yamanouchi Pharma Ltd)"	"Ampicillin"	"50mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	1115001
78078	36693511000001104	85152021	0	"Amoxicillin 500mg capsules (Noumed Life Sciences Ltd)"	"Amoxicillin trihydrate"	"500mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"October 2019"	85152021
21844	252511000001109	73328020	5380	"Amix 250 oral suspension (Ashbourne Pharmaceuticals Ltd)"	"Amoxicillin trihydrate"	"50mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	6624001
79072	23979211000001108	22914021	0	"Flucloxacillin 250mg/5ml oral solution sugar free (DE Pharmaceuticals)"	"Flucloxacillin sodium"	"50mg/1ml"	"Oral solution"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"December 2019"	22914021
53310	15083411000001100	5786020	0	"Doxycycline 100mg capsules (Sigma Pharmaceuticals Plc)"	"Doxycycline hyclate"	"100mg"	"Capsule"	"Oral"		"Tetracyclines/Antimalarials/Oral Antibacterials For Acne"	"January 2013"	5786020
54907	156955001000027104	68865020	0	"Cloxacillin 250mg with Ampicillin 250mg injection"	"Ampicillin Sodium/Cloxacillin"	""	""	""		"Penicillinase-Resistant Penicillins/Broad-Spectrum Penicillins"	"May 2013"	5335001
48140	247405001000027104	93224020	0	"Phenoxymethylpenicillin 250mg/5ml oral suspension"	"Phenoxymethylpenicillin Potassium"	"250mg/5ml"	"Oral Suspension"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"December 2012"	15211001
54993	10892911000001108	28825020	0	"Ciprofloxacin 400mg/200ml solution for infusion vials"	"Ciprofloxacin lactate"	"2mg/1ml"	"Solution for infusion"	"Intravenous"	5011200	"Quinolones"	"May 2013"	28825020
69920	31989511000001108	61456021	0	"Co-amoxiclav 125mg/31mg/5ml oral suspension (Ennogen Healthcare Ltd)"	"Amoxicillin trihydrate/Potassium clavulanate"	"25mg/1ml + 6.25mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"July 2017"	61456021
65215	29794911000001104	52249021	0	"Co-amoxiclav 250mg/125mg tablets (Sigma Pharmaceuticals Plc)"	"Amoxicillin trihydrate/Potassium clavulanate"	"250mg + 125mg"	"Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"January 2016"	52249021
68804	32878711000001108	69844021	20	"Ofloxacin 0.3% ear drops"	"Ofloxacin"	"3mg/1ml"	"Ear drops"	"Auricular"		"Anti-Infective Preparations/Drugs Acting On The Ear - Otitis Media"	"February 2017"	69844021
21979	219715001000027104	82353020	117	"Kiflone 250mg/5ml Oral solution (Berk Pharmaceuticals Ltd)"	"Cefalexin"	"50mg/1ml"	"Oral suspension"	"Oral"	5010201	"Cephalosporins"	"February 2009"	9971002
23240	120711000001100	49692020	530	"Flucloxacillin 250mg capsules (A A H Pharmaceuticals Ltd)"	"Flucloxacillin sodium"	"250mg"	"Capsule"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"February 2009"	409009
59391	22609411000001108	16731021	0	"Amoxicillin 125mg/5ml oral suspension (DE Pharmaceuticals)"	"Amoxicillin trihydrate"	"25mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"April 2014"	16731021
537	324238009	69351020	1193427	"Clarithromycin 250mg tablets"	"Clarithromycin"	"250mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"February 2009"	5468001
64308	27872411000001100	31355021	0	"Benzylpenicillin 1.2g powder for solution for injection vials (A A H Pharmaceuticals Ltd)"	"Benzylpenicillin sodium"	"1.2gram"	"Powder for solution for injection"	"Intravenous"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"September 2015"	31355021
57178	15123311000001108	5674020	0	"Amoxicillin 3g oral powder sachets sugar free (Mawdsley-Brooks & Company Ltd)"	"Amoxicillin trihydrate"	"3gram"	"Powder"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"September 2013"	5674020
59036	13621111000001104	75486020	5	"Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Pinewood Healthcare)"	"Erythromycin ethyl succinate"	"50mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"March 2014"	7235009
